,city,price,bathrooms,bedrooms,livingArea,homeType,taxAssessedValue,Price/sqft,HasFlooring,HasHeating,HasCooling,HasGarageSpace,HasLaundary,HasFirePlace,HasPool,Employment,Schools,Crime
189,Campbell,1635000,2,3,1275,SINGLE_FAMILY,627778,1282.352941,Yes,Yes,Yes,Yes,Yes,Yes,No,A-,A-,D+
190,Campbell,1449900,3,3,1557,SINGLE_FAMILY,813026,931.2138728,Yes,Yes,Yes,Yes,Yes,Yes,Yes,A-,A-,D+
191,Campbell,2838000,4,4,2762,SINGLE_FAMILY,617491,1027.516293,No,Yes,Yes,Yes,No,Yes,No,A-,A-,D+
192,Campbell,1325000,3,3,1650,SINGLE_FAMILY,883366,803.030303,Yes,Yes,Yes,Yes,Yes,Yes,No,A-,A-,D+
193,Campbell,999000,3,3,1358,TOWNHOUSE,724075,735.640648,No,Yes,Yes,Yes,Yes,Yes,No,A-,A-,D+
194,Campbell,1199000,1,3,936,SINGLE_FAMILY,486683,1280.982906,No,Yes,Yes,Yes,No,Yes,No,A-,A-,D+
195,Campbell,1199000,1,3,936,SINGLE_FAMILY,377333,1280.982906,No,Yes,Yes,Yes,No,Yes,No,A-,A-,D+
196,Los Gatos,2395000,4,4,2300,SINGLE_FAMILY,,1041.304348,No,No,No,Yes,No,Yes,No,A,A+,A+
197,Los Gatos,2898000,4,4,2487,SINGLE_FAMILY,,1165.259349,No,No,No,Yes,No,Yes,No,A,A+,A+
198,Los Gatos,2998000,4,4,2734,SINGLE_FAMILY,,1096.561814,No,No,No,Yes,No,Yes,No,A,A+,A+
199,Los Gatos,2495000,4,4,2223,SINGLE_FAMILY,,1122.357175,No,No,No,Yes,No,Yes,No,A,A+,A+
200,Los Gatos,3700000,3,4,2634,SINGLE_FAMILY,1225256,1404.707669,Yes,Yes,Yes,Yes,Yes,Yes,No,A,A+,A+
201,Los Gatos,1988000,2,4,1612,SINGLE_FAMILY,83541,1233.25062,Yes,Yes,Yes,Yes,Yes,Yes,No,A,A+,A+
202,Los Gatos,2998000,3,4,2386,SINGLE_FAMILY,1947771,1256.496228,Yes,Yes,Yes,Yes,Yes,Yes,No,A,A+,A+
203,Los Gatos,3499000,3,4,2565,SINGLE_FAMILY,918021,1364.132554,Yes,Yes,Yes,Yes,Yes,Yes,No,A,A+,A+
204,Los Gatos,1648000,2,3,1409,CONDO,499877,1169.623847,No,Yes,Yes,Yes,No,Yes,No,A,A+,A+
205,Los Gatos,1578000,3,3,1800,TOWNHOUSE,1582548,876.6666667,Yes,Yes,Yes,Yes,Yes,Yes,No,A,A+,A+
206,Los Gatos,5999000,6,4,4652,SINGLE_FAMILY,3212758,1289.55288,Yes,Yes,Yes,Yes,Yes,Yes,No,A,A+,A+
207,Los Gatos,1228000,2,1,1231,CONDO,,997.5629569,Yes,Yes,Yes,Yes,Yes,Yes,No,A,A+,A+
208,Los Gatos,2495000,3,5,2364,SINGLE_FAMILY,530372,1055.414552,Yes,Yes,Yes,Yes,Yes,Yes,No,A,A+,A+
209,Los Gatos,1704000,3,2,1508,SINGLE_FAMILY,,1129.973475,No,Yes,Yes,Yes,No,Yes,No,A,A+,A+
210,Los Gatos,4900000,5,5,5265,SINGLE_FAMILY,2845600,930.674264,Yes,Yes,Yes,Yes,Yes,Yes,No,A,A+,A+
211,Los Gatos,6500000,6,5,5010,SINGLE_FAMILY,4940538,1297.40519,Yes,Yes,Yes,Yes,Yes,Yes,No,A,A+,A+
212,Los Gatos,1448000,2,1,1263,CONDO,,1146.476643,No,Yes,Yes,Yes,No,Yes,No,A,A+,A+
213,Los Gatos,1798000,2,3,1296,SINGLE_FAMILY,348089,1387.345679,Yes,Yes,Yes,Yes,No,Yes,No,A,A+,A+
214,Los Gatos,2250000,2,3,1555,SINGLE_FAMILY,1865629,1446.945338,Yes,Yes,Yes,Yes,Yes,Yes,No,A,A+,A+
215,Los Gatos,3398000,4,4,2730,SINGLE_FAMILY,493519,1244.688645,Yes,Yes,Yes,Yes,Yes,Yes,No,A,A+,A+
216,Los Gatos,2998000,4,3,2127,SINGLE_FAMILY,,1409.496944,Yes,Yes,Yes,Yes,Yes,Yes,No,A,A+,A+
217,Los Gatos,2995000,2,3,1679,SINGLE_FAMILY,,1783.799881,Yes,Yes,Yes,Yes,Yes,Yes,No,A,A+,A+
218,Los Gatos,5700000,4,4,5055,SINGLE_FAMILY,2183250,1127.596439,Yes,Yes,Yes,Yes,Yes,Yes,No,A,A+,A+
219,Los Gatos,3900000,4,4,3188,TOWNHOUSE,1429125,1223.337516,Yes,Yes,Yes,Yes,Yes,Yes,No,A,A+,A+
220,Los Gatos,2649000,3,3,2437,TOWNHOUSE,1636460,1086.992204,Yes,Yes,Yes,Yes,Yes,Yes,No,A,A+,A+
221,Los Gatos,2395000,1,2,1175,SINGLE_FAMILY,1041569,2038.297872,Yes,Yes,Yes,Yes,Yes,Yes,No,A,A+,A+
222,Los Gatos,1885000,2,2,1056,SINGLE_FAMILY,331511,1785.037879,No,Yes,Yes,Yes,No,Yes,No,A,A+,A+
223,Los Gatos,694950,2,2,1076,CONDO,719504,645.8643123,Yes,Yes,Yes,Yes,Yes,Yes,No,A,A+,A+
224,Los Gatos,699000,2,2,1050,CONDO,630706,665.7142857,Yes,Yes,Yes,Yes,No,Yes,No,A,A+,A+
225,Los Gatos,1599000,3,3,1521,TOWNHOUSE,,1051.282051,Yes,Yes,Yes,Yes,Yes,Yes,No,A,A+,A+
226,Los Gatos,1695000,3,3,1916,TOWNHOUSE,577707,884.6555324,Yes,Yes,Yes,Yes,Yes,Yes,No,A,A+,A+
227,Los Gatos,3500000,4,3,2589,SINGLE_FAMILY,354873,1351.87331,No,Yes,Yes,Yes,No,Yes,No,A,A+,A+
228,Los Gatos,1188000,2,2,1015,TOWNHOUSE,78529,1170.44335,No,Yes,Yes,Yes,No,Yes,No,A,A+,A+
229,Los Gatos,3295000,3,3,2020,SINGLE_FAMILY,1949935,1631.188119,No,Yes,Yes,Yes,No,Yes,No,A,A+,A+
230,Los Gatos,2750000,3,4,2400,SINGLE_FAMILY,1164331,1145.833333,Yes,Yes,Yes,Yes,Yes,Yes,No,A,A+,A+
231,Los Gatos,1450000,3,3,2160,TOWNHOUSE,150594,671.2962963,Yes,Yes,Yes,Yes,Yes,Yes,No,A,A+,A+
232,Los Gatos,2500000,3,5,2448,SINGLE_FAMILY,364239,1021.24183,Yes,Yes,Yes,Yes,Yes,Yes,No,A,A+,A+
233,Los Gatos,3525000,2,3,2076,SINGLE_FAMILY,2248852,1697.976879,Yes,Yes,Yes,Yes,Yes,Yes,No,A,A+,A+
234,Los Gatos,3449000,3,4,2698,SINGLE_FAMILY,2245000,1278.354337,Yes,Yes,Yes,Yes,Yes,Yes,No,A,A+,A+
235,Castro Valley,1023888,2,3,2317,SINGLE_FAMILY,112283,441.9024601,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B-,B+,B-
236,Castro Valley,949888,3,4,1715,SINGLE_FAMILY,88025,553.8705539,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B-,B+,B-
237,Castro Valley,949000,2,3,1424,SINGLE_FAMILY,229685,666.4325843,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B-,B+,B-
238,Castro Valley,1078000,2,4,1408,SINGLE_FAMILY,288158,765.625,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B-,B+,B-
239,Castro Valley,698000,2,2,1168,TOWNHOUSE,444720,597.6027397,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B-,B+,B-
240,Castro Valley,1200000,3,4,2118,SINGLE_FAMILY,853030,566.572238,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B-,B+,B-
241,Castro Valley,579900,2,2,1048,TOWNHOUSE,205645,553.3396947,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B-,B+,B-
242,Castro Valley,1049000,2,3,1852,SINGLE_FAMILY,355517,566.4146868,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B-,B+,B-
243,Castro Valley,749900,1,2,1018,SINGLE_FAMILY,275168,736.6404715,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B-,B+,B-
244,Castro Valley,995000,3,3,1823,SINGLE_FAMILY,109280,545.8036204,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B-,B+,B-
245,Castro Valley,1099000,2,4,1701,SINGLE_FAMILY,85946,646.090535,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B-,B+,B-
246,Castro Valley,1025000,2,3,1448,SINGLE_FAMILY,102580,707.8729282,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B-,B+,B-
247,Castro Valley,849000,1,2,1254,SINGLE_FAMILY,596791,677.0334928,No,Yes,No,Yes,Yes,Yes,No,B-,B+,B-
248,Castro Valley,850000,1,3,1020,SINGLE_FAMILY,63303,833.3333333,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B-,B+,B-
249,Castro Valley,1368000,2,5,1792,SINGLE_FAMILY,875975,763.3928571,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B-,B+,B-
250,Castro Valley,1450000,3,4,2092,SINGLE_FAMILY,113901,693.1166348,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B-,B+,B-
251,Castro Valley,2195000,3,4,3574,SINGLE_FAMILY,1260514,614.1578064,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B-,B+,B-
252,Castro Valley,1550000,2,4,1781,SINGLE_FAMILY,95187,870.2975856,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B-,B+,B-
253,Castro Valley,2388888,3,4,2550,SINGLE_FAMILY,1238373,936.8188235,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B-,B+,B-
254,Castro Valley,1749000,2,4,2038,SINGLE_FAMILY,816766,858.1943081,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B-,B+,B-
255,Castro Valley,1490000,4,4,2430,MULTI_FAMILY,114825,613.1687243,Yes,Yes,Yes,Yes,No,Yes,No,B-,B+,B-
256,Castro Valley,1500000,3,4,2292,SINGLE_FAMILY,884214,654.4502618,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B-,B+,B-
257,Castro Valley,1695000,3,5,3068,SINGLE_FAMILY,1028011,552.4771838,No,Yes,Yes,Yes,No,Yes,No,B-,B+,B-
258,Castro Valley,1775000,3,4,3150,SINGLE_FAMILY,566609,563.4920635,Yes,Yes,Yes,Yes,Yes,Yes,No,B-,B+,B-
259,Castro Valley,1598000,3,4,2256,SINGLE_FAMILY,1143387,708.3333333,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B-,B+,B-
260,Castro Valley,929000,2,3,1737,SINGLE_FAMILY,112121,534.830167,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B-,B+,B-
261,Castro Valley,1595000,3,4,2352,SINGLE_FAMILY,563318,678.1462585,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B-,B+,B-
262,Castro Valley,898000,1,2,1116,SINGLE_FAMILY,59607,804.6594982,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B-,B+,B-
263,Castro Valley,1699000,3,4,2605,SINGLE_FAMILY,653165,652.2072937,No,Yes,Yes,Yes,No,Yes,Yes,B-,B+,B-
264,Castro Valley,2298800,2,3,2844,SINGLE_FAMILY,594170,808.2981716,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B-,B+,B-
265,Castro Valley,1049000,2,5,1633,SINGLE_FAMILY,364961,642.3759951,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B-,B+,B-
266,Castro Valley,899900,3,3,1546,TOWNHOUSE,746330,582.0827943,No,Yes,No,Yes,No,Yes,No,B-,B+,B-
267,Castro Valley,1150000,2,3,1356,SINGLE_FAMILY,501387,848.0825959,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B-,B+,B-
268,Castro Valley,1599000,2,4,2176,SINGLE_FAMILY,754105,734.8345588,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B-,B+,B-
269,Castro Valley,999888,3,3,1836,SINGLE_FAMILY,229561,544.6013072,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B-,B+,B-
270,Castro Valley,1699999,3,4,2248,SINGLE_FAMILY,1372911,756.2273132,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B-,B+,B-
271,Castro Valley,1425000,3,4,2096,SINGLE_FAMILY,917324,679.8664122,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B-,B+,B-
272,Hayward,492500,2,2,936,CONDO,312570,526.1752137,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B,C,C
273,Hayward,1249000,4,4,1969,TOWNHOUSE,,634.3321483,Yes,Yes,Yes,Yes,Yes,Yes,No,B,C,C
274,Hayward,730000,3,4,1474,TOWNHOUSE,496895,495.2510176,Yes,Yes,Yes,Yes,Yes,Yes,No,B,C,C
275,Hayward,999888,3,4,2067,SINGLE_FAMILY,150220,483.7387518,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B,C,C
276,Hayward,889000,2,3,1419,SINGLE_FAMILY,479374,626.4975335,No,No,No,Yes,Yes,Yes,No,B,C,C
277,Hayward,330000,2,2,1512,MANUFACTURED,,218.2539683,Yes,Yes,Yes,Yes,No,Yes,No,B,C,C
278,Hayward,420000,2,2,756,CONDO,122049,555.5555556,Yes,Yes,Yes,Yes,Yes,Yes,No,B,C,C
279,Hayward,829000,2,3,1281,SINGLE_FAMILY,577407,647.1506635,Yes,Yes,Yes,Yes,Yes,Yes,No,B,C,C
280,Hayward,998888,2,3,2020,SINGLE_FAMILY,192172,494.4990099,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B,C,C
281,Hayward,699000,1,2,780,SINGLE_FAMILY,536095,896.1538462,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B,C,C
282,Hayward,570000,2,2,1056,CONDO,368742,539.7727273,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B,C,C
283,Hayward,575000,1,2,1040,CONDO,341041,552.8846154,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B,C,C
284,Hayward,699000,3,2,1340,TOWNHOUSE,583440,521.641791,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B,C,C
285,Hayward,899000,4,4,2010,SINGLE_FAMILY,262272,447.2636816,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B,C,C
286,Hayward,899000,2,3,1154,SINGLE_FAMILY,664710,779.0294627,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B,C,C
287,Hayward,1288000,4,5,2493,SINGLE_FAMILY,1008814,516.6466105,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B,C,C
288,Hayward,968000,2,4,1672,SINGLE_FAMILY,537315,578.9473684,Yes,Yes,Yes,Yes,Yes,Yes,No,B,C,C
289,Hayward,1065000,4,4,1984,TOWNHOUSE,,536.7943548,No,No,No,Yes,No,Yes,No,B,C,C
290,Hayward,1198989,3,4,2062,SINGLE_FAMILY,302419,581.4689622,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B,C,C
291,Hayward,739000,1,3,1370,SINGLE_FAMILY,331987,539.4160584,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B,C,C
292,Hayward,1150000,3,4,2249,SINGLE_FAMILY,965744,511.3383726,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B,C,C
293,Hayward,749950,2,3,1359,SINGLE_FAMILY,79245,551.8395879,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B,C,C
294,Hayward,499000,1,1,787,CONDO,418860,634.0533672,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B,C,C
295,Hayward,875000,2,3,1149,SINGLE_FAMILY,485276,761.5317668,No,No,No,Yes,No,Yes,No,B,C,C
296,Hayward,907000,3,3,1948,TOWNHOUSE,,465.6057495,No,No,No,Yes,No,Yes,No,B,C,C
297,Hayward,999000,2,5,2656,SINGLE_FAMILY,,376.1295181,Yes,Yes,Yes,Yes,Yes,Yes,No,B,C,C
298,Hayward,298000,2,2,1480,MANUFACTURED,,201.3513514,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B,C,C
299,Hayward,280000,2,2,1344,MANUFACTURED,,208.3333333,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B,C,C
300,Hayward,850000,2,3,1318,SINGLE_FAMILY,445581,644.9165402,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B,C,C
301,Hayward,838000,2,3,1000,SINGLE_FAMILY,237120,838,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B,C,C
302,Hayward,924218,3,3,1892,TOWNHOUSE,,488.487315,No,No,No,Yes,No,Yes,No,B,C,C
303,Hayward,940000,3,3,2025,TOWNHOUSE,,464.1975309,No,No,No,Yes,No,Yes,No,B,C,C
304,Hayward,550000,2,2,1125,TOWNHOUSE,473025,488.8888889,Yes,No,No,Yes,No,Yes,No,B,C,C
305,Hayward,529000,2,3,1218,CONDO,228665,434.318555,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B,C,C
306,Hayward,475000,1,2,840,CONDO,144115,565.4761905,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B,C,C
307,Hayward,799000,2,3,1284,SINGLE_FAMILY,644100,622.2741433,Yes,Yes,Yes,Yes,Yes,Yes,No,B,C,C
308,Hayward,835000,3,3,1563,TOWNHOUSE,,534.2290467,No,No,No,Yes,No,Yes,No,B,C,C
309,Hayward,961450,3,4,2119,TOWNHOUSE,,453.7281737,No,No,No,Yes,No,Yes,No,B,C,C
310,Hayward,249000,2,3,1368,MANUFACTURED,,182.0175439,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B,C,C
311,Hayward,889000,3,3,1732,TOWNHOUSE,,513.2794457,No,No,No,Yes,No,Yes,No,B,C,C
312,Hayward,961450,3,4,2119,TOWNHOUSE,,453.7281737,No,No,No,Yes,No,Yes,No,B,C,C
313,Los Altos,4895000,3,3,1760,SINGLE_FAMILY,4029000,2781.25,No,Yes,Yes,Yes,No,Yes,No,A+,A+,A+
314,Los Altos,4250000,1,2,1216,SINGLE_FAMILY,92251,3495.065789,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A+,A+
315,Los Altos,4750000,4,4,2864,SINGLE_FAMILY,74705,1658.519553,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A+,A+
316,Los Altos,3149000,2,2,1430,SINGLE_FAMILY,110750,2202.097902,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A+,A+
317,Los Altos,4495000,4,4,3025,SINGLE_FAMILY,3118921,1485.950413,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A+,A+
318,Los Altos,6995000,5,5,3419,SINGLE_FAMILY,3715168,2045.91986,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A+,A+
319,Los Altos,3798000,4,5,2898,SINGLE_FAMILY,979925,1310.559006,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A+,A+
320,Los Altos,6998000,4,4,4185,SINGLE_FAMILY,6220000,1672.162485,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A+,A+
321,Los Altos,6195000,4,4,3933,SINGLE_FAMILY,3787535,1575.133486,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A+,A+
322,Los Altos,4598000,5,5,3038,SINGLE_FAMILY,2872864,1513.495721,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A+,A+
323,Los Altos,4288000,2,3,2033,SINGLE_FAMILY,4750000,2109.198229,No,Yes,Yes,Yes,Yes,Yes,No,A+,A+,A+
324,Los Altos,3495000,3,3,1764,SINGLE_FAMILY,369238,1981.292517,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A+,A+
325,Los Altos,1179000,2,1,1090,CONDO,898142,1081.651376,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A+,A+
326,Los Altos,6595000,4,5,3409,SINGLE_FAMILY,3573250,1934.584922,Yes,Yes,Yes,Yes,No,Yes,No,A+,A+,A+
327,Los Altos,5650000,7,6,4041,SINGLE_FAMILY,1582821,1398.16877,No,Yes,Yes,Yes,No,Yes,No,A+,A+,A+
328,Los Altos,4488000,4,4,3396,SINGLE_FAMILY,4585000,1321.55477,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A+,A+
329,Los Altos,6395000,5,4,3428,SINGLE_FAMILY,3539400,1865.519253,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A+,A+
330,Los Altos,4985000,4,4,3256,SINGLE_FAMILY,2465849,1531.019656,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A+,A+
331,Los Altos,810000,1,1,787,CONDO,545960,1029.224905,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A+,A+
332,Los Altos,3998000,3,4,2149,SINGLE_FAMILY,1569507,1860.400186,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A+,A+
333,Los Altos,2598000,2,4,1496,SINGLE_FAMILY,1009254,1736.631016,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A+,A+
334,Los Altos,3498000,3,3,2155,SINGLE_FAMILY,698953,1623.201856,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A+,A+
335,Los Altos,7995000,5,5,3907,SINGLE_FAMILY,4293669,2046.327105,Yes,Yes,Yes,Yes,No,Yes,No,A+,A+,A+
336,Los Altos,5980000,3,4,3410,SINGLE_FAMILY,1549467,1753.665689,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A+,A+
337,Los Altos,3793999,4,4,3573,SINGLE_FAMILY,3001626,1061.852505,Yes,Yes,Yes,Yes,No,Yes,No,A+,A+,A+
338,Los Altos,2695000,3,3,1664,SINGLE_FAMILY,109446,1619.591346,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A+,A+
339,Los Altos,2998000,2,3,2212,SINGLE_FAMILY,1767093,1355.334539,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A+,A+
340,Los Altos,5995000,5,4,3712,SINGLE_FAMILY,3100000,1615.032328,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A+,A+
341,Los Altos,6725000,5,4,3482,SINGLE_FAMILY,4423024,1931.361287,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A+,A+
342,Los Altos,1695000,2,3,1405,CONDO,1386182,1206.405694,Yes,Yes,Yes,Yes,No,Yes,No,A+,A+,A+
343,Los Altos,2599000,3,2,2234,CONDO,231383,1163.384064,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A+,A+
344,Los Altos,7200000,5,6,3703,SINGLE_FAMILY,5927598,1944.36943,Yes,Yes,Yes,Yes,No,Yes,No,A+,A+,A+
345,Los Altos,1598000,1,1,891,CONDO,891493,1793.49046,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A+,A+
346,Los Altos,5299000,5,4,3093,SINGLE_FAMILY,3226510,1713.223408,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A+,A+
347,Los Altos,1488000,1,1,1092,CONDO,929892,1362.637363,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A+,A+
348,Los Altos,3998000,3,4,3319,SINGLE_FAMILY,2167767,1204.579693,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A+,A+
349,Menlo Park,998000,2,2,1200,CONDO,327105,831.6666667,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A-,B
350,Menlo Park,4495000,3,5,2540,SINGLE_FAMILY,583574,1769.685039,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A-,B
351,Menlo Park,6498000,5,6,3718,SINGLE_FAMILY,3846560,1747.713825,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A-,B
352,Menlo Park,3395000,5,4,2878,SINGLE_FAMILY,1574000,1179.638638,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A-,B
353,Menlo Park,7495000,5,4,3997,SINGLE_FAMILY,4000000,1875.156367,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A-,B
354,Menlo Park,1129000,3,2,1218,TOWNHOUSE,,926.9293924,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A-,B
355,Menlo Park,5988000,5,4,3608,SINGLE_FAMILY,5098214,1659.645233,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A-,B
356,Menlo Park,2895000,2,3,1955,SINGLE_FAMILY,2578642,1480.818414,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A-,B
357,Menlo Park,3998000,4,4,3585,SINGLE_FAMILY,2107766,1115.202232,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A-,B
358,Menlo Park,2135000,2,2,1700,TOWNHOUSE,1940684,1255.882353,No,Yes,Yes,Yes,No,Yes,No,A+,A-,B
359,Menlo Park,999000,2,2,986,CONDO,746890,1013.184584,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A-,B
360,Menlo Park,1207000,1,3,910,SINGLE_FAMILY,817681,1326.373626,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A-,B
361,Menlo Park,1175000,2,4,1180,SINGLE_FAMILY,566268,995.7627119,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A-,B
362,Menlo Park,2993000,3,4,1710,SINGLE_FAMILY,136037,1750.292398,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A-,B
363,Menlo Park,2900000,3,5,2270,SINGLE_FAMILY,824281,1277.53304,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A-,B
364,Menlo Park,2498000,1,2,1560,SINGLE_FAMILY,360852,1601.282051,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A-,B
365,Menlo Park,2075000,1,2,1050,SINGLE_FAMILY,165415,1976.190476,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A-,B
366,Menlo Park,4188000,2,3,2010,SINGLE_FAMILY,945160,2083.58209,Yes,Yes,Yes,Yes,No,Yes,No,A+,A-,B
367,Menlo Park,3788000,2,3,1720,SINGLE_FAMILY,2898158,2202.325581,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A-,B
368,Menlo Park,1988000,2,2,1360,CONDO,1912500,1461.764706,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A-,B
369,Menlo Park,939000,2,2,1000,CONDO,163236,939,No,Yes,Yes,Yes,No,Yes,No,A+,A-,B
370,Menlo Park,1995000,2,3,1910,SINGLE_FAMILY,1003498,1044.502618,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A-,B
371,Menlo Park,3795000,3,4,2525,SINGLE_FAMILY,2299552,1502.970297,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A-,B
372,Menlo Park,3350000,2,3,2420,SINGLE_FAMILY,634513,1384.297521,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A-,B
373,Menlo Park,3995000,4,3,3115,SINGLE_FAMILY,2044090,1282.504013,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A-,B
374,Menlo Park,1149000,1,3,1310,SINGLE_FAMILY,672909,877.0992366,No,Yes,Yes,Yes,No,Yes,No,A+,A-,B
375,Menlo Park,1698000,3,4,1760,SINGLE_FAMILY,398860,964.7727273,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A-,B
376,Menlo Park,7198000,4,4,3250,SINGLE_FAMILY,967647,2214.769231,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A-,B
377,Menlo Park,4595000,4,4,2713,SINGLE_FAMILY,2400000,1693.697014,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A-,B
378,Menlo Park,2300000,3,4,2180,TOWNHOUSE,2007930,1055.045872,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A-,B
379,Menlo Park,1238000,2,4,1320,SINGLE_FAMILY,377123,937.8787879,No,No,No,Yes,No,Yes,No,A+,A-,B
380,Menlo Park,1850000,2,2,1850,CONDO,738205,1000,Yes,Yes,Yes,Yes,Yes,Yes,No,A+,A-,B
